,price,place,built,sqft,sale,yearsOld,floor,totalFloor,bhk
2274,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
15,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1088,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2633,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1212,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2000,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1540,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
884,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2226,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2869,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2581,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
594,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2783,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1187,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
304,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
548,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1189,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2378,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2398,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2406,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2518,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
95,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
656,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
278,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1354,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1500,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2399,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
146,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1854,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1919,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
12,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
394,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
364,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2912,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2428,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
64,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2221,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
790,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2100,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2765,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1112,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2003,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1404,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
160,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1159,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2660,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2596,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1119,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
306,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1268,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
84,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
762,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1813,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
13,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1440,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
422,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
611,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1066,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1357,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
46,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
804,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
356,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
495,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2212,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1374,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1325,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2087,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1729,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
957,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1331,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2413,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1763,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
60,39000000,Frazer Town,Super built-up  Area,4856,Resale,10,3,4,3
1514,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1098,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2724,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2865,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
289,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1995,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1826,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
582,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1893,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
116,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1978,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1023,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
627,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2142,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
961,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
981,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
444,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1498,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2606,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2719,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1784,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
13,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
913,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2044,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
470,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1108,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
498,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1948,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1543,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2700,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
789,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1843,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1758,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2383,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
516,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
773,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2201,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2382,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1778,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1469,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1765,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2300,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2190,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
415,29300000,Malleshwaram,Super built-up  Area,2475,Resale,5,15,23,15
2631,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1674,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1900,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1496,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1346,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1528,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2067,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2922,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1121,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
497,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2471,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1412,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
378,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
981,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
413,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
776,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
785,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1218,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
294,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
536,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1028,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
233,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2181,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2758,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1053,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2838,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
872,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
474,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2205,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
487,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1063,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
406,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
116,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1507,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
921,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2555,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1303,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
791,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2682,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
183,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1987,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2157,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2894,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2510,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1543,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1390,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1250,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2076,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
644,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2094,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1800,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
906,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1112,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2721,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1188,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1473,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1922,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
817,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
53,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1698,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2498,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2752,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2497,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
320,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
967,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2513,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1554,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1143,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1663,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
402,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1948,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
175,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
496,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2123,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
478,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1089,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2870,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1526,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2818,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2069,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1250,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
444,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1008,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2900,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2326,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
26,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2381,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
800,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1472,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
413,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1074,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1584,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2382,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1514,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2445,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
829,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
443,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1872,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1836,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2045,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1273,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
766,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2426,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1629,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1152,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1627,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
148,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2713,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
84,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
250,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1225,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1935,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2916,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2397,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
806,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
460,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2916,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2017,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1982,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2230,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1684,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1445,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
23,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1620,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1489,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2060,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2056,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2121,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
602,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
624,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2402,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
155,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2220,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
520,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1136,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
788,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1528,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1189,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2086,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1842,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
400,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1923,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
555,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2863,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
1682,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
967,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2099,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1119,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1423,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1670,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1100,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1059,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
498,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1656,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1101,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2848,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1022,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
311,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
230,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1614,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
989,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
716,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2943,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1038,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1363,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1462,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
370,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
96,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
887,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1256,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
53,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2558,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1985,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2623,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2061,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
576,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1991,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2876,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1096,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
106,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1470,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1154,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
